Virus name	Accession ID	Collection date	Location	Host	Passage	Specimen	Additional host information	Sequencing technology	Assembly method	Comment	Comment type	Lineage	Clade
hCoV-19/Israel/SMC-7075275/2022	EPI_ISL_13354880	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.39% of overall sequence). Gap of 27 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075303/2022	EPI_ISL_13354622	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7074950/2022	EPI_ISL_13354746	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (13.62% of overall sequence). Gap of 24 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075266/2022	EPI_ISL_13355104	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (8.98% of overall sequence). Gap of 36 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7074927/2022	EPI_ISL_13354747	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (13.77% of overall sequence). Gap of 42 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075144/2022	EPI_ISL_13354749	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (15.35% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	alert	Unassigned	GR
hCoV-19/Israel/SMC-7075277/2022	EPI_ISL_13354629	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075108/2022	EPI_ISL_13354748	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (15.25% of overall sequence). Gap of 27 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GR
hCoV-19/Israel/SMC-7074902/2022	EPI_ISL_13354836	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.67% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7074918/2022	EPI_ISL_13354848	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.08% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075096/2022	EPI_ISL_13354873	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.07% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075087/2022	EPI_ISL_13354874	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.09% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075146/2022	EPI_ISL_13354882	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.68% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7074940/2022	EPI_ISL_13354886	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (4.01% of overall sequence). NSP3_ins1553CNNPstopA results in 20.2% truncation of the protein sequence. Insertion of 18 nucleotides when compared to the reference WIV04 sequence. Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7074928/2022	EPI_ISL_13354871	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.02% of overall sequence). Gap of 1 nucleotide(s) found at refpos 28254 (Frameshift confirmed by the submitter). Gap of 1 nucleotide(s) at refpos 28254 occurred >=100 times in >=10 locations. Gap of 60 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075130/2022	EPI_ISL_13354872	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.07% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence. NS7a without BLAST coverage.	warn	BA.2.14	GRA
hCoV-19/Israel/SMC-7074982/2022	EPI_ISL_13354875	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.10% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7074953/2022	EPI_ISL_13354879	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.38% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7074967/2022	EPI_ISL_13354834	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.67% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7074920/2022	EPI_ISL_13354884	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.84% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075009/2022	EPI_ISL_13354878	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.37% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7074917/2022	EPI_ISL_13354835	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.67% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075115/2022	EPI_ISL_13354845	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.03% of overall sequence). Gap of 1 nucleotide(s) found at refpos 28254 (Frameshift confirmed by the submitter). Gap of 1 nucleotide(s) at refpos 28254 occurred >=100 times in >=10 locations. Gap of 60 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075328/2022	EPI_ISL_13354831	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.59% of overall sequence). Gap of 2 nucleotide(s) found at refpos 27792 (Frameshift confirmed by the submitter). Gap of 2 nucleotide(s) at refpos 27792 occurred >=100 times in >=10 locations. Gap of 55 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7074929/2022	EPI_ISL_13354839	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.83% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075060/2022	EPI_ISL_13354881	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.48% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7074993/2022	EPI_ISL_13354851	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.13% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7074960/2022	EPI_ISL_13354894	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (4.78% of overall sequence). Gap of 56 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075033/2022	EPI_ISL_13354885	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.91% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075068/2022	EPI_ISL_13354883	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.82% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.18	GRA
hCoV-19/Israel/SMC-7074998/2022	EPI_ISL_13354887	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (4.02% of overall sequence). Insertion of 147 nucleotides when compared to the reference WIV04 sequence. Gap of 186 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7074975/2022	EPI_ISL_13354844	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.98% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075300/2022	EPI_ISL_13354847	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.06% of overall sequence). Gap of 36 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075324/2022	EPI_ISL_13354846	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.03% of overall sequence). Gap of 83 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075148/2022	EPI_ISL_13354896	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (4.96% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7074984/2022	EPI_ISL_13354854	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.31% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075301/2022	EPI_ISL_13354892	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (4.69% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7074987/2022	EPI_ISL_13354895	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (4.94% of overall sequence). Gap of 1 nucleotide(s) found at refpos 28254 (Frameshift confirmed by the submitter). Gap of 1 nucleotide(s) at refpos 28254 occurred >=100 times in >=10 locations. Gap of 69 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7074908/2022	EPI_ISL_13354893	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (4.76% of overall sequence). Gap of 33 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075306/2022	EPI_ISL_13354850	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.10% of overall sequence). Gap of 1 nucleotide(s) found at refpos 28254 (Frameshift confirmed by the submitter). Gap of 1 nucleotide(s) at refpos 28254 occurred >=100 times in >=10 locations. Gap of 34 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7074995/2022	EPI_ISL_13354859	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.40% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075106/2022	EPI_ISL_13354856	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.38% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075064/2022	EPI_ISL_13354853	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.31% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7074900/2022	EPI_ISL_13354857	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.39% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12	GRA
hCoV-19/Israel/SMC-7075278/2022	EPI_ISL_13354827	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.48% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7074954/2022	EPI_ISL_13354858	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.39% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075316/2022	EPI_ISL_13354862	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.76% of overall sequence). NS6_Q8stop results in 88.5% truncation of the protein sequence. Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7074986/2022	EPI_ISL_13354826	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.46% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075027/2022	EPI_ISL_13354863	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.77% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7074965/2022	EPI_ISL_13354860	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.54% of overall sequence). Gap of 48 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075121/2022	EPI_ISL_13354861	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.62% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075093/2022	EPI_ISL_13354828	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.49% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075008/2022	EPI_ISL_13354868	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.86% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075304/2022	EPI_ISL_13354869	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.91% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7074991/2022	EPI_ISL_13354870	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (2.99% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075522/2022	EPI_ISL_13355025	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075167/2022	EPI_ISL_13355056	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (14.61% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075164/2022	EPI_ISL_13355058	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (14.94% of overall sequence). NS8_Q18stop results in 86.0% truncation of the protein sequence. Gap of 53 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2.12	GRA
hCoV-19/Israel/SMC-7075193/2022	EPI_ISL_13355150	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.25% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075610/2022	EPI_ISL_13354951	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075751/2022	EPI_ISL_13355166	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.62% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075159/2022	EPI_ISL_13354946	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 56 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075196/2022	EPI_ISL_13355093	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (6.02% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075194/2022	EPI_ISL_13355130	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.17% of overall sequence). Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075602/2022	EPI_ISL_13355113	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.05% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075524/2022	EPI_ISL_13355087	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (5.43% of overall sequence). Gap of 59 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2	GRA
hCoV-19/Israel/SMC-7075268/2022	EPI_ISL_13355048	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Insertion of 9 nucleotides when compared to the reference WIV04 sequence. Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075183/2022	EPI_ISL_13355157	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (1.40% of overall sequence). Gap of 56 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075267/2022	EPI_ISL_13355209	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Stretches of NNNs (3.98% of overall sequence). Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075177/2022	EPI_ISL_13355005	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075176/2022	EPI_ISL_13355006	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075190/2022	EPI_ISL_13355003	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075178/2022	EPI_ISL_13355004	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075486/2022	EPI_ISL_13354964	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075161/2022	EPI_ISL_13355009	2022-06-14	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075172/2022	EPI_ISL_13355008	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075173/2022	EPI_ISL_13355007	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075521/2022	EPI_ISL_13354958	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075264/2022	EPI_ISL_13355013	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 65 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075519/2022	EPI_ISL_13354959	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075513/2022	EPI_ISL_13354960	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075708/2022	EPI_ISL_13355014	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 68 nucleotides when compared to the reference WIV04 sequence.	warn	BA.4	GRA
hCoV-19/Israel/SMC-7075482/2022	EPI_ISL_13354965	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075179/2022	EPI_ISL_13354942	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.28	GRA
hCoV-19/Israel/SMC-7075184/2022	EPI_ISL_13354945	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 56 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075261/2022	EPI_ISL_13354930	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Israel/SMC-7075647/2022	EPI_ISL_13355102	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Long stretches of NNNs (8.19% of overall sequence). Gap of 4 nucleotide(s) found at refpos 27774 (Frameshift confirmed by the submitter). Gap of 57 nucleotides when compared to the reference WIV04 sequence.	alert	BA.2.9	GR
hCoV-19/Israel/SMC-7075155/2022	EPI_ISL_13354943	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Israel/SMC-7075198/2022	EPI_ISL_13355002	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 59 nucleotides when compared to the reference WIV04 sequence.	warn	BA.5	GRA
hCoV-19/Israel/SMC-7075531/2022	EPI_ISL_13354911	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075487/2022	EPI_ISL_13354915	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.31	GRA
hCoV-19/Israel/SMC-7075508/2022	EPI_ISL_13354913	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Israel/SMC-7075523/2022	EPI_ISL_13354912	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075485/2022	EPI_ISL_13354916	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
hCoV-19/Israel/SMC-7075272/2022	EPI_ISL_13354929	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2.12.1	GRA
hCoV-19/Israel/SMC-7075157/2022	EPI_ISL_13354902	2022-06-13	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 46 nucleotide(s) found at refpos 27578 (Frameshift confirmed by the submitter). Gap of 46 nucleotide(s) at refpos 27578 occurred >=100 times in >=10 locations. NS7a_K72stop results in 41.3% truncation of the protein sequence. Gap of 120 nucleotides when compared to the reference WIV04 sequence.	info	BA.5	GRA
hCoV-19/Israel/SMC-7075650/2022	EPI_ISL_13354903	2022-06-12	Asia / Israel	Human	Original	Oropharyngeal swab		Illumina NextSeq	BWA	Gap of 53 nucleotides when compared to the reference WIV04 sequence.	warn	BA.2	GRA
